Refcode,metals,max_metal_coordination_n,metal_sbu_smile,linker_smile,n_sbu_point_of_extension,n_linker_point_of_extension,metal_cluster_smile,ligand_smile,n_channel,void_fraction,asa (A^2),av (A^3),pld (A),lcd (A),lfpd (A)
JEBCAV,Zn,8,[Zn]1O[V@@]2(O[V][O])O[As]3O[As]4O[V@@]([O])(O2)O[As]2O[V@]5(O[As]6O[V](O[V][O])(O[V][O])(O[As](O[V@@]7(O[Zn][O])O[V@@](O[As](O[V@@](O3)(O4)[O])O[As](O[V]3O[V](O3)[O])O[V](=O)O[As](O5)O2)(O7)[O])O6)O[Zn]O[V@]23O[As]4O[V@@](O[As]5O[As]6O[V@@](O[V](=O)O5)([O])O[V@]5(O[V@@](O6)(O5)O[Zn]O[V](O[V][O])O[As]5O[V](O[As](O5)O[V](=O)O[As])O1)[O])([O])O[As](O[V@](O[As](O[V](=O)O2)[O])(O3)[O])O4)[O].[V]=O.[V]([O])(O[V][O])[O],n1ccccc1c1ncccc1,16,2,[Zn]1O[V@@]2(O[V][O])O[As]3O[As]4O[V@@]([O])(O2)O[As]2O[V@]5(O[As]6O[V](O[V][O])(O[V][O])(O[As](O[V@@]7(O[Zn][O])O[V@@](O[As](O[V@@](O3)(O4)[O])O[As](O[V]3O[V](O3)[O])O[V](=O)O[As](O5)O2)(O7)[O])O6)O[Zn]O[V@]23O[As]4O[V@@](O[As]5O[As]6O[V@@](O[V](=O)O5)([O])O[V@]5(O[V@@](O6)(O5)O[Zn]O[V](O[V][O])O[As]5O[V](O[As](O5)O[V](=O)O[As])O1)[O])([O])O[As](O[V@](O[As](O[V](=O)O2)[O])(O3)[O])O4)[O].[V]=O.[V]([O])(O[V][O])[O],n1ccccc1c1ncccc1,1,0.3696,634.285,2847.87,16.36865,16.87557,16.87557
YOYRAH,Mn,6,[Mn]12O[C]O[Mn](O[C]O1)O[C]O2,n1c2c(cccc2)n(C2=CC(=C[C]=C2)n2c3ccccc3nc2)c1,9,3,[Mn],n1c2c(cccc2)n(c2cc(n3c4ccccc4nc3)cc(C(=O)[O])c2)c1,1,0.0474,302.906,172.576,6.25516,7.09133,7.09133
UFAQIE,Cd,5,[Cd](O[C]O[Cd](O[C]=O)Br)(O[C]O[Cd]Br)Br,n1ccc(CN[CH]CC(C)C)cc1,9,3,[Cd]Br,n1ccc(CN[C@H](C(=O)[O])CC(C)C)cc1,1,0.1358,393.978,465.387,8.878,9.22531,9.22531
BAHJUR,Hg,4,[Hg](Br)Br,n1c2ccccc2n(CCCCCn2cnc3ccccc23)c1,2,2,[Hg](Br)Br,n1c2ccccc2n(CCCCCn2cnc3ccccc23)c1,1,0.1546,652.496,385.099,4.85127,6.6208,6.6208
LIDXUS,Cu,5,[Cu]([Cu]([Cu](I)[Cu]I)I)I,n1ccnc(c1C)C,6,2,[Cu]([Cu]([Cu](I)[Cu]I)I)I,n1ccnc(c1C)C,1,0.2152,311.601,360.264,6.3112,7.87227,7.87227
COPBOZ,Cd,6,[Cd]1(Cl)(O[C]O1)Cl.Cl[Cd]1(O[C]O1)Cl,[C]1=CC=[C]C=C1,2,2,[Cd](Cl)Cl.Cl[Cd]Cl,C(=O)([O])c1ccc(C(=O)[O])cc1,1,0.3074,334.131,406.329,7.10709,8.7978,8.7978
NAJJIU,Zn,4,[Zn](I)I,n1ccc(C2=[N]=C(N=C([N]2)c2ccncc2)c2ccncc2)cc1,2,3,[Zn](I)I,n1ccc(C2=[N]=C(N=C([N]2)c2ccncc2)c2ccncc2)cc1,1,0.3834,3727.45,5957.34,7.52278,11.37722,10.93766
MEGQAT,Ga,4,[C](=O)O[Ga](O[C]=O)O[C]=O.[O][C]=O,[C]1=CC=[C]C=C1,4,2,[Ga],C(=O)([O])c1ccc(cc1)C(=O)[O],4,0.0292,238.807,67.7706,4.53114,5.1408,5.1408
NAWDIB,Cu,7,[Cu]1234(O[C]O[Cu]1(O[C]O2)(O[C]O3)(O[C]O4)OCC)OC[CH].[H].[H],[C]1=CC(=CC=C1)c1ccc2-c3c([C@@](c2c1)(C[C@H](CC)C)C[C@@H](C)CC)cc(cc3)C1=CC=C[C]=C1,8,2,[Cu](#[Cu]OC[C])OCC.[H].[H].[H],O=C([O])c1cccc(c2cc3C(c4c(-c3cc2)ccc(c2cc(C(=O)[O])ccc2)c4)(C[C@H](CC)C)C[C@@H](C)CC)c1,1,0.3188,558.866,1253.42,11.71871,12.52315,12.52003
KOGLUQ01,Dy,12,[Dy]12(O[C]=O)([O])(O[C]O[Dy]34(O[C]O1)(O[C]O[Dy](O[C]O[Dy]156(O[C]O[Dy]78(O[C]O[Dy]9%10(O[C]O7)(O[C]O8)O[C]O[Dy]7(O[C]=O)(O[C]O[Dy]8(O[C])(O[C]O[Dy](O[C]=O)(O[C][O])(O8)O[C]O%10)O[C]O7)O9)(O[C]O5)O[C]O6)O[C]O[Dy](O[C]O3)(O[C][O])(O[C]=O)O1)(O[C][O])(O[C]=O)O4)O[C]O2)O[C][O],[C]1=CC=CC=C1,28,1,[Dy].[Dy]O[Dy].[Dy]O[Dy].[Dy].[Dy][Dy][O].[Dy]([Dy])[O],O=C(c1ccccc1)[O],1,0.3524,1541.75,3844.1,11.394,12.90995,12.90995
MICQOF,Cd,8,[Cd].O=N(=O)[O].[O].[N]=O.[O],n1ccc(cc1)Cc1c(c2c(c(c(Cc3ccncc3)c(F)c2F)F)c(F)c1F)F,4,2,[Cd].O=N(=O)[O].[O].[N]=O.[O],n1ccc(cc1)Cc1c(c2c(c(c(Cc3ccncc3)c(F)c2F)F)c(F)c1F)F,1,0.2384,1394.22,1357.7,6.80361,10.38269,9.23418
VAKXEM,Cd,7,[Cd]12(ON(O1)[O])ON(O2)[O],n1ccc(cc1)c1cc(c2ccc(cc2)C#C)cc(c2ccncc2)n1,3,2,[Cd]12(ON(O1)[O])ON(O2)[O],n1ccc(cc1)c1cc(c2ccc(cc2)C#C)cc(c2ccncc2)n1,1,0.3336,1351.23,2683.79,11.69764,12.26064,12.26064
LIRXOA,Cd,6,[Cd],N1=C([N]N=N1)c1cnccn1,6,3,[Cd],N1=C([N]N=N1)c1cnccn1,1,0.288,224.182,408.787,7.73,9.0022,8.99353
YUBFUX01,Zn,5,[Zn](F)F.[Zn],[N]1=C(C)N=NC=1C,6,3,[Zn](F)F.[Zn],[N]1=C(C)N=NC=1C,0,0,0,0,0.88831,2.71661,2.71661
WAMFOH,Cu,5,[Cu]Cl.Cl[Cu].[Cu]Cl.[Cu]Cl,n1c(n2cccn2)ccc(C(=O)O)c1,4,2,[Cu]Cl.Cl[Cu].[Cu]Cl.[Cu]Cl,n1c(n2cccn2)ccc(C(=O)O)c1,1,0.1876,227.312,223.493,6.50143,7.73728,7.73728
BICHED,Cu,4,Br[Cu][C][O].Br[Cu][C][O],[N@@]12CC[N@@](CC1)CC2,2,2,Br[Cu][C][O].Br[Cu][C][O],[N@@]12CC[N@@](CC1)CC2,1,0.1596,261.497,206.868,6.05013,6.43105,6.41278
LACDAW,Hg,4,[Hg](I)I,n1ccc(cc1)COC(=O)c1cc(OCc2ccncc2)cc(OCc2ccncc2)c1,2,3,[Hg](I)I,n1ccc(cc1)COC(=O)c1cc(OCc2ccncc2)cc(OCc2ccncc2)c1,1,0.3116,794.445,1941.06,10.14417,11.81666,11.81666
EPUREO,Tb,11,[Tb](O[C]=O)(O[C]=O)O[C]=O.O.O.O,[C]1=[C][C]=[C][C]=[C]1,3,6,[Tb].O.O.O,C(=O)(c1c(C(=O)[O])c(c(c(c1C(=O)[O])C(=O)[O])C(=O)[O])C(=O)[O])[O],0,0,0,0,0.8184,2.49289,2.49289
IGIVIF,Cd,6,[Cd]1(O[C]=O)(O[C]=O)O[C]O[Cd]O[C]O1,[C]1=[C]C=Cc2c1cccc2,4,2,[Cd],O=C([O])c1c(C(=O)[O])ccc2c1cccc2,1,0.367,72.7836,342.821,14.76911,15.13657,15.13657
VIWMIZ,Cd,6,[Cd].O[Cd](O)O.[Cd].O[Cd],n1cn(cc1)c1ccc(N(c2ccc(cc2)n2cncc2)c2ccc(n3cncc3)cc2)cc1,12,3,[Cd].O[Cd](O)O.[Cd].O[Cd],n1cn(cc1)c1ccc(N(c2ccc(cc2)n2cncc2)c2ccc(n3cncc3)cc2)cc1,1,0.1122,2498.89,1837.78,4.23661,9.77334,9.77334
LALYOO,Cd,6,[Cd](O[C]O[Cd]O[C])(O[C]O[Cd](Cl)([O])Cl)Cl,[CH2]Sc1ccncc1,6,2,[Cd]Cl.Cl[Cd].Cl[Cd],[O]C(=O)CSc1ccncc1,0,0,0,0,2.73574,4.33294,4.33294
GEDLEI,Cd,8,[C]1O[Cd]2(O[C]O2)O1,[C]1=CC=C(C=C1)n1c(nnc1c1cccnc1)C,4,2,[Cd],C(=O)(c1ccc(n2c(nnc2c2cccnc2)C)cc1)[O],0,0,0,0,1.33549,3.1335,3.0401
JOMWAJ02,Zn,8,[Zn](O[C]=O)O[C]=O,[C]1=CN=CC=C1,4,2,[Zn],O=C([O])c1cccnc1,1,0.49,214.675,602.228,11.66213,13.09464,13.07673
ZEFSAG,Rb,10,[Rb]O[C][O].O=[C][O].[Rb]O[C][O].[O][C]=O,[C]1=CC=C(OC2=CC=[C]C=C2)C=C1,4,2,[Rb][Rb],O=C(c1ccc(Oc2ccc(C(=O)[O])cc2)cc1)[O],0,0,0,0,0.7532,1.78882,1.78882
NABGUU,Mn,6,[Mn]1([O])(O[Mo]([O])([O])O[Mo]([O])([O])O[Mo]([O])([O])O1)O[Mo][O],n1ccc(cc1)C1=[N]=C(N=C(c2ccncc2)[N]1)c1ccncc1,4,2,[Mn]1([O])(O[Mo]([O])([O])O[Mo]([O])([O])O[Mo]([O])([O])O1)O[Mo][O],n1ccc(cc1)C1=[N]=C(N=C(c2ccncc2)[N]1)c1ccncc1,0,0,0,0,0.91862,1.7919,1.79022
XOWKUQ,Cu,2,[Cu],N1=C([N]c2ccccc12)c1cc(C2=Nc3c([N]2)cccc3)ccc1,2,4,[Cu],N1=C([N]c2ccccc12)c1cc(C2=Nc3c([N]2)cccc3)ccc1,0,0,0,0,2.39403,3.32394,3.32394
LEFSOH,Co,7,[Co](ON(=O)=O)ON(=O)=O,n1ccc(c2ccncc2)cc1,3,2,[Co](ON(=O)=O)ON(=O)=O,n1ccc(c2ccncc2)cc1,1,0.7568,828.145,6123.7,21.03959,23.57256,23.57256
ZEXLAR,Co,7,O.[Co]1(O[C]O[Co]2([O])O[C]O2)(O[C])O[C]O1.O.O.O,[C]1=CC=C(C=C1)OC1=CC=[C]C=C1,4,2,O.[Co].O,[O]C(=O)c1ccc(cc1)Oc1ccc(cc1)C(=O)[O],1,0.0456,271.669,62.2411,4.15803,5.54542,5.46608
FOWZAU,Cu,7,[Cu@]12(I)[Cu@@]3([Cu@@]1(I)[Cu@]23I)I,c1(cccc(C)c1)SCSc1cccc(c1)C,4,2,[Cu@]12(I)[Cu@@]3([Cu@@]1(I)[Cu@]23I)I,c1(cccc(C)c1)SCSc1cccc(c1)C,1,0.6544,479.878,4704.62,28.29812,28.78929,28.78929
KUJDOL,Cd,8,[Cd]12(O[C]O1)O[C]O2,n1c(CC)n(cc1)C1=CC=[C]C=C1,4,2,[Cd],n1c(CC)n(cc1)c1ccc(cc1)C(=O)[O],0,0,0,0,1.3364,3.11815,2.83254
GAZZIS03,In,11,[In](O[C]=O)(O[C]=O)O[C]=O.[C](=O)[O],[C]1=CC=C(C=C1)c1cc(cc(c2cc(cc(c2)C2=CC=[C]C=C2)C2=CC=[C]C=C2)c1)C1=CC=[C]C=C1,4,4,[In],C(=O)([O])c1ccc(c2cc(cc(c3cc(cc(c3)c3ccc(C(=O)[O])cc3)c3ccc(C(=O)[O])cc3)c2)c2ccc(C(=O)[O])cc2)cc1,1,0.5546,2672.62,8229.31,11.95452,12.84888,12.84888
OTIWOF,Ag,7,I[Ag@]12[Ag@@]3([Ag@@]1(I)[Ag@]23I)I,[N@]12C[N@]3C[N@](C[N@@](C1)C3)C2,4,4,I[Ag@]12[Ag@@]3([Ag@@]1(I)[Ag@]23I)I,[N@]12C[N@]3C[N@](C[N@@](C1)C3)C2,0,0,0,0,1.38022,5.92582,5.92582
EBUJAO,Mo,9,[Mo]123(O[Mo]4([O])(O[Mo@@](O[Mo]5(O[Mo@@]([O])(O3)O4)(O[Mo@@](O[Mo](O[Mo@@](O1)([O])O[Cu])([O])(O5)[O])([O])O2)([O])[O])(O[Cu])[O])[O])([O])[O].O.O.O.O,n1cn(cn1)Cc1ccc(Cn2cnnc2)cc1,6,3,[Mo]123(O[Mo]4([O])(O[Mo@@](O[Mo]5(O[Mo@@]([O])(O3)O4)(O[Mo@@](O[Mo](O[Mo@@](O1)([O])O[Cu])([O])(O5)[O])([O])O2)([O])[O])(O[Cu])[O])[O])([O])[O].O.O.O.O,n1cn(cn1)Cc1ccc(Cn2cnnc2)cc1,1,0.1614,475.901,404.597,5.53771,6.69272,6.69272
JOCZIN,U,11,[U]12([O])(O[C]O1)(O[C]O2)[O].O=[C][O],[CH2]c1ccc([CH2])cc1,3,2,[U]([O])[O],O=C([O])Cc1ccc(CC(=O)[O])cc1,2,0.036,315.485,96.026,4.32256,5.93802,5.93802
RAPZEP,Fe,6,[Fe]([O])([O])([P](CCP(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1)([O])[O],[C](=C\[C]C)/C,4,2,[Fe][P](c1ccccc1)(CCP(c1ccccc1)c1ccccc1)c1ccccc1,O=C(C)[CH]C(=O)C,0,0,0,0,1.07857,2.08592,2.08592
WOFBAV,Na,10,[Na][O].O=N[O].[Na]ON(=O)=O.O([Na])N(=O)=O.N(O[Na])([O])O[Na].O=[N].[Na]ON(=O)=O.[Na]ON(=O)=O.[O]N=O.[Na].[O].[Na]ON(=O)=O.[Na]ON(=O)=O.N(=O)(=O)[O].[Na]ON=O.[Na]ON(=O)=O.[O].[Na]ON(=O)=O.O([Na])N(=O)=O.[Na][O].[Na].[Na]ON(=O)=O.[O][Na].O=N[O].[N]([O])[O].[O].[O],[N@@]12C[N@]3C[N@@](C1)C[N@](C3)C2,18,3,[Na][O].O=N[O].[Na]ON(=O)=O.O([Na])N(=O)=O.[Na][O].[Na]ON(=O)=O.O=N(=O)O[Na].O=NO[Na].O(N(=O)=O)[Na].O=N(=O)[O].[Na].[Na]ON(=O)=O.O=N(=O)O[Na].[Na]ON(=O)=O.[Na]ON=O.[Na]ON(=O)=O.[O].O([Na])N(=O)=O.O=N(=O)O[Na].O(N(=O)=O)[Na].[O].[Na].[O]N=O.[O][N][O].[O],[N@@]12C[N@]3C[N@@](C1)C[N@](C3)C2,0,0,0,0,0.89056,1.39852,1.39792
UDAWUU,Zn,4,[Zn](I)I,c1cc(ccn1)C1=[N]=C(N=C(c2ccncc2)[N]1)c1ccncc1,2,3,[Zn](I)I,c1cc(ccn1)C1=[N]=C(N=C(c2ccncc2)[N]1)c1ccncc1,1,0.418,1860.48,3483.27,9.66363,12.02935,11.49266
CEGFEA12,Ag,4,[Ag].[Ag],N1=C(C)N=C[CH]1,4,2,[Ag].[Ag],N1=C(C)N=C[CH]1,0,0,0,0,0.62647,1.22387,1.22387
MALWAY,Mo,8,[Mo](Br)Br.[Rb].Br[Mo](Br)(Br)Br.[Rb].O.O.[Br].[Br],n1ccccc1,4,1,[Mo](Br)Br.[Rb].Br[Mo](Br)(Br)Br.[Rb].O.O.[Br].[Br],n1ccccc1,0,0,0,0,0.93128,1.70348,1.70348
LIKVIN,Cd,8,[Cd]12(O[C]O1)(O[C]=O)(O[C]O2)O[C]=O,[C]1=c2c3c(ccc4c3c(=[C]C=[C]4)cc2)[C]=C1,4,4,[Cd],[O]C(=O)c1c2c3c(ccc4c3c(cc2)c(C(=O)[O])cc4C(=O)[O])c(C(=O)[O])c1,1,0.0328,443.518,96.8702,4.14668,4.70142,4.70142
MUMNOX,K,12,[K].O.[K]O[C]=O.O.O=[C]O[K].[K].O=[C][O].O.[O].[C]=O.O,[C]1=C(C=CC=C1)N,4,1,[K].O.[K].O.[K].[K].O.O,O=C([O])c1ccccc1N,0,0,0,0,0.76462,2.00489,1.9883
EHETER,Zn,4,[Zn],N1=C([N]C=C1)CC,4,2,[Zn],N1=C([N]C=C1)CC,0,0,0,0,1.20793,2.22831,2.18161
CIHPEP,Cd,6,[Cd]([O])([O])([O])([O])([O])[O],[N@@]12CC[N@@](CC1)CC2,6,2,[Cd],[O][N@@]12CC[N@@](CC1)(CC2)[O],0,0,0,0,0.98441,3.94385,3.94385
YARLIO,Ag,5,[Ag].O([N][O])[Ag]O[N][O],Nc1c(cccc1)C#N,4,2,[Ag].O([N][O])[Ag]O[N][O],Nc1c(cccc1)C#N,1,0.1228,159.225,102.986,6.91553,7.22334,7.22334
LUDDOE,Fe,6,[Fe],n1nnn(c1)CCCCn1cnnn1,6,2,[Fe],n1nnn(c1)CCCCn1cnnn1,0,0,0,0,1.65842,4.08995,4.08995
OHAPUJ,Ag,3,[Ag][Ag],n1ccc(/C=C/c2ccncc2)cc1,4,2,[Ag][Ag],n1ccc(/C=C/c2ccncc2)cc1,1,0.0116,87.4162,10.0126,3.75657,4.70925,4.70925
YOZQEK,Zn,5,[Zn@@]123O[C]O[Zn@]4(O[C]=O)O[C]O[Zn@@]5(O[C]O[Zn@@]6(O[C]O[Zn@](O1)(O[C]O[Zn](O[C]O2)O[C]O6)O[C]O4)O[C]O5)O3.O.O,[C]1=CC2=C(C=C1)C1=C(C=[C]C=C1)S2(=O)=O,10,2,[Zn](O[Zn])O[Zn].[Zn].[Zn].O.[Zn].O,[O]C(=O)c1ccc2-c3c(cc(C(=O)[O])cc3)S(=O)(=O)c2c1,1,0.4168,1801.38,4379.28,11.11274,13.94761,13.49151
ROCBAP,Eu,12,[Eu]1(O[C]O[Eu]2(O[C]O[Eu]3(O[C]O[Eu](O[C]=O)([O])([O])O[C]O3)(O[C]=O)O[C]O2)(O[C]=O)O[C]O1)(O[C])(O[C])O[C]=O.[O].O.[O].O.O.O,[C]1=CC2=CC=[C]C=C2C=C1,12,2,[Eu].[Eu].O.[O].[Eu].[Eu].[O].O.O.O,O=C(c1cc2c(cc1)cc(C(=O)[O])cc2)[O],4,0.0044,164.155,18.4127,3.65803,4.49713,4.49652
BUGGER,Zn,4,[Zn](O[C]=O)(O[C]=O)(O[C]=O)O[C]=O,[CH2]Oc1c2Cc3cccc(c3O[CH2])Cc3cccc(Cc4cccc(Cc1ccc2)c4O[CH2])c3O[CH2],4,4,[Zn],O=C([O])COc1c2Cc3cccc(c3OCC(=O)[O])Cc3cccc(Cc4cccc(Cc1ccc2)c4OCC(=O)[O])c3OCC(=O)[O],0,0,0,0,3.19477,6.33932,6.33932
HUKRAG,Cd,6,[Cd],n1cn(Cc2ccc(cc2)Cn2ccnc2)cc1,6,2,[Cd],n1cn(Cc2ccc(cc2)Cn2ccnc2)cc1,0,0,0,0,1.53332,3.40386,3.4004
AGOHAH,Fe,6,[Fe](F)(F)F.F[Fe]F,N1=C[N]C=N1,6,3,[Fe](F)(F)F.F[Fe]F,N1=C[N]C=N1,1,0.2582,207.429,340.163,7.82396,8.59164,8.59164
ZEHRIP,Cu,7,[Cu@@]12([Cu@]3(I)[Cu@]1([Cu@]23I)I)I,c1(ccccc1)SCCCCCSc1ccccc1,4,2,[Cu@@]12([Cu@]3(I)[Cu@]1([Cu@]23I)I)I,c1(ccccc1)SCCCCCSc1ccccc1,1,0.3956,949.818,2280.84,10.25926,11.59217,11.59217
CUKXAJ,Cd,6,[C](O[Cd]1(O[C]O[Cd](O[C]=O)(O[C]O1)(O[C]=O)(O[C]=O)O[C]=O)[O])O[Cd]O[C]O[Cd]1(O[C]O[Cd]2(O[C]=O)(O[C]=O)(O[C]O1)O[C]O[Cd]O[C]O2)[O].[C]=O.[C]=O,[C]1=[C]C=[C][C]=C1,16,4,[Cd],C(=O)(c1c(C(=O)[O])cc(c(C(=O)[O])c1)C(=O)[O])[O],0,0,0,0,3.29292,4.42837,4.42773
OCACIF,Sn,5,[Sn]([O])(C)([CH2])C.O=[C]O[Sn](C)(C)C.O=[C].[H],[C](=C\c1ccc(Cl)cc1)\c1ccccc1,2,1,[Sn](C)(C)C,[O]C(=O)/C(=C/c1ccc(Cl)cc1)/c1ccccc1,1,0.1146,371.985,205.655,5.2892,6.15673,6.15673
ZULNEB,Fe,6,[Fe](F)(F)F,n1ccc(c2ccncc2)cc1,2,2,[Fe](F)(F)F,n1ccc(c2ccncc2)cc1,1,0.1422,98.6811,68.0736,5.39625,5.80446,5.80446
LUWZUZ01,Co,6,[Co]1(O[C]O[Co](O[C]O1)O[C]=O)O[C]=O.O,[C]1=CC=C(C=C1)c1cnccc1,8,2,[Co].O.[Co],[O]C(=O)c1ccc(c2cnccc2)cc1,0,0,0,0,1.00731,2.56168,2.12363
HIQKAV,Zn,4,[Zn@@]1(OP([O])O[Zn]([O])OP(O[Zn@@]2(OP3O[Zn](OP(O[Zn@@](OP(=O)=O)(O3)O[P][O])[O])[O])OP3O[Zn](OP(O[Zn](OP(O[Zn][O])O[Zn@](OP(O[Zn](OP4O[Zn](OP(O2)O[Zn@](O[P]O[Zn])(OP(=O)=O)O4)[O])O[P]O[Zn])O[Zn][O])(OP(O[Zn][O])O[Zn]O[P][O])OP(O[Zn][O])O[Zn]O[P][O])O[P][O])O[Zn@@](OP(=O)=O)(O3)O[P][O])[O])O1)(OP(=O)=O)O[P][O],[C]1=C[C]=C[C]=C1,48,6,[Zn],[O]P(=O)(c1cc(cc(c1)P(=O)([O])[O])P(=O)([O])[O])[O],0,0,0,0,1.81409,3.51614,3.51614
WAWLEO,Ag,4,[Ag],n1ccc(cc1)c1n(c2cnccc2)c(c2ncccc2)nn1,4,5,[Ag],n1ccc(cc1)c1n(c2cnccc2)c(c2ncccc2)nn1,1,0.261,1094.57,2390.69,12.40949,15.04499,15.04499
SIBMEY,Pb,3,[Pb](O[Pb])[O].[Pb](O[Pb])[O].[O][C]=O.O([Pb]OC1=C[C]=CN([CH]1)CC(=O)[O])[Pb].[O][Pb].[Pb].O=[C][O].O([Pb][O])[Pb].O([Pb])[Pb][O].[Pb]O[Pb]OC1=CN([CH][C]=C1)CC(=O)[O].[O][C]=O.O([Pb])[Pb]OC1=C[C]=CN([CH]1)CC(=O)[O].[O][C]=O.[O][C]=O.O=[C][O].[O][C]=O.[O][C]=O.[O][C]=O.[O][C]=O.[O]/[C]=C/[C].[CH]N([CH])CC(=O)[O].[O].[C]=O.[O][C]=O,[C]1=CN([CH][C]=C1)[CH2],20,3,[Pb]O[Pb].[Pb]O[Pb].O([Pb])[Pb].O([Pb]O[Pb])[Pb].[Pb].O([Pb])[Pb].[Pb]O[Pb].O([Pb])[Pb],O=C([O])C1=CN([CH]C(=C1)[O])CC(=O)[O],0,0,0,0,0.93801,3.87155,3.87155
QIDDIQ02,Cd,6,[Cd](ON(=O)=O)ON(=O)=O,n1ccc(cc1)Cc1c(F)c(F)c(c(c1F)F)c1c(F)c(F)c(c(c1F)F)Cc1ccncc1,4,2,[Cd](ON(=O)=O)ON(=O)=O,n1ccc(cc1)Cc1c(F)c(F)c(c(c1F)F)c1c(F)c(F)c(c(c1F)F)Cc1ccncc1,1,0.304,921.276,1769.05,10.16659,12.74055,12.74055
SAZQEQ,Zn,6,[Zn],N1=C2C=C/C/1=C(/C1=CC=C(/C(=C\3/C=CC(=N3)/C(=C\3/C=C/C(=C/2\c2ccncc2)/[N]3)/c2ccncc2)/c2ccncc2)[N]1)\c1ccncc1,6,6,[Zn],N1=C2C=C/C/1=C(/C1=CC=C(/C(=C\3/C=CC(=N3)/C(=C\3/C=C/C(=C/2\c2ccncc2)/[N]3)/c2ccncc2)/c2ccncc2)[N]1)\c1ccncc1,3,0.02,509.968,175.899,5.03919,7.09643,7.09643
IVUXAY,Co,5,[Co]ON(=O)=O,n1c2ccccc2n(CCCCCn2cnc3ccccc23)c1,4,2,[Co]ON(=O)=O,n1c2ccccc2n(CCCCCn2cnc3ccccc23)c1,0,0,0,0,2.36863,4.2278,4.2184
QAMFUF01,Zn,4,[Zn]12(O[C]O[Zn](O[C]O1)[O])O[C]O[Zn](O[C]=O)(O[C])O[C]O2,[C]1=CC(=CC(=C1)N(=O)=O)N(=O)=O,6,1,[Zn],O=C([O])c1cc(cc(c1)N(=O)=O)N(=O)=O,0,0,0,0,1.12727,1.83166,1.72326
RAPXOX,Cd,4,[Cd],N1=NC(=C([C]1C)Cc1ccc(CC2=C(N=N[C]2C)C)cc1)C,4,4,[Cd],N1=NC(=C([C]1C)Cc1ccc(CC2=C(N=N[C]2C)C)cc1)C,0,0,0,0,1.53533,2.57459,2.12089
KEMLEV,Cu,6,[Cu]OS([O])([O])[O].O=S=O.[Cu].[O].[O],n1ncn([C@@]23C[C@@]4(C[C@@H](C[C@H](C2)C4)C3)n2cnnc2)c1,8,4,[Cu]OS([O])([O])[O].O=S=O.[Cu].[O].[O],n1ncn([C@@]23C[C@@]4(C[C@@H](C[C@H](C2)C4)C3)n2cnnc2)c1,0,0,0,0,2.32565,3.67904,3.67904
VUGXUS,Tb,11,[Tb]1(O[C]O[Tb]([O])O[C]O1)(O[C])(O[C]=O)(O[C]=O)O[C]=O.O.O.O.O,[C]1=C[CH]N(Cc2c(C)c(c(c(CN3[CH]C=[C]C=C3)c2C)C)CN2[CH]C=[C]C=C2)C=C1,6,3,[Tb].[Tb].O.O.O.O,[O]C(=O)C1=C[CH]N(Cc2c(C)c(c(c(CN3[CH]C=C(C(=O)[O])C=C3)c2C)C)CN2[CH]C=C(C(=O)[O])C=C2)C=C1,1,0.0594,214.626,124.984,5.14837,6.45487,6.33903
GUGPIK,Zn,4,[Zn@]1(O[C]O[Zn]2O[C]O[Zn]3(O[C]O3)(O[C]O1)O[C]O2)(O)O[C]O.O.O,[C]1=CC(=C[C]=C1)[Si@](C1=C[C]=C[C]=C1)(C)C1=C[C]=C[C]=C1,6,6,[Zn]O.[Zn].O.O.[Zn],O=C([O])c1cc(cc([Si](c2cc(C(=O)[O])cc(c2)C(=O)O)(c2cc(cc(C(=O)[O])c2)C(=O)[O])C)c1)C(=O)[O],0,0,0,0,2.97184,6.05609,6.05609
YECVUA,Sr,13,[C](=O)O[Sr].[Sr]=O.O.O.[O][C]=O.O=[C].O=[C][O].O.O,FC1=C(F)C(=[C][C]=C1F)F,4,2,[Sr].O.[Sr].O.O.O,Fc1c(F)c(F)c(c(c1F)C(=O)[O])C(=O)[O],1,0.2924,122.598,318.579,10.84896,11.29844,11.29844
TEYZUU,Ag,4,[Ag](O[C]=O)[P](c1ccccc1)(c1ccccc1)c1ccccc1.[Ag]O[C]=O.P(c1ccccc1)(c1ccccc1)c1ccccc1,[CH]=Cc1ccncc1,4,2,[Ag][P](c1ccccc1)(c1ccccc1)c1ccccc1,[O]C(=O)/C=C/c1ccncc1,1,0.3654,799.89,1977.33,10.34121,12.08377,11.94686
